27,78,0
34,75,0
30,65,0
32,79,0
31,79,0
26,67,0
31,71,0
31,73,0
28,64,0
33,74,0
30,63,0
31,68,0
28,66,0
25,71,1
31,63,0
32,70,0
28,77,0
29,61,0
28,61,0
34,62,0
32,64,0
29,61,0
31,65,0
27,61,0
26,75,0
32,63,0
27,63,0
29,60,1
28,73,0
33,75,0
32,73,0
31,72,0
32,70,0
31,75,0
28,69,0
26,68,0
28,73,0
34,77,0
28,77,0
26,74,0
33,68,0
32,77,0
26,62,0
34,62,0
25,62,1
31,72,0
30,73,0
29,61,0
28,79,0
26,75,0
33,67,0
27,70,0
29,70,0
27,78,0
26,76,0
31,79,0
33,76,0
30,71,0
34,71,0
25,75,1
31,60,1
27,74,0
28,64,0
32,71,0
32,79,0
28,66,0
27,71,0
33,60,1
31,62,0
32,60,1
31,65,0
32,74,0
31,74,0
26,70,0
25,78,1
34,78,0
28,71,0
33,66,0
29,78,0
25,78,1
31,62,0
32,62,0
34,68,0
33,73,0
25,73,1
26,79,0
27,64,0
28,60,1
29,63,0
27,73,0
25,70,1
27,75,0
26,76,0
29,72,0
33,77,0
28,75,0
33,74,0
30,63,0
27,77,0
27,61,0
25,78,1
30,69,0
27,76,0
34,71,0
31,63,0
30,79,0
28,78,0
32,65,0
27,69,0
25,72,1
30,75,0
25,76,1
28,72,0
28,64,0
25,73,1
26,68,0
27,68,0
26,64,0
33,75,0
30,62,0
29,76,0
33,60,1
33,61,0
32,77,0
27,68,0
33,63,0
32,68,0
27,69,0
25,71,1
30,64,0
33,75,0
31,73,0
30,69,0
25,69,1
26,61,0
32,74,0
27,64,0
29,68,0
26,76,0
33,79,0
33,67,0
34,73,0
30,66,0
32,77,0
30,63,0
31,72,0
34,72,0
26,70,0
25,61,1
28,70,0
33,77,0
28,76,0
28,78,0
26,77,0
26,75,0
30,63,0
26,60,1
30,64,0
33,74,0
31,74,0
29,76,0
31,62,0
33,69,0
27,65,0
26,73,0
33,62,0
31,75,0
33,75,0
34,64,0
33,75,0
29,75,0
25,71,1
25,60,1
26,66,0
30,74,0
27,72,0
32,79,0
34,74,0
25,63,1
30,73,0
32,71,0
29,62,0
25,64,1
27,67,0
25,76,1
31,71,0
25,71,1
26,60,1
30,75,0
30,73,0
25,70,1
33,78,0
25,68,1
28,66,0
30,73,0
34,74,0
34,65,0
26,60,1
25,60,1
30,62,0
30,73,0
31,71,0
33,78,0
32,73,0
30,70,0
29,79,0
25,66,1
26,72,0
29,74,0
29,72,0
34,68,0
34,65,0
33,77,0
30,71,0
30,67,0
31,74,0
32,74,0
30,72,0
27,72,0
26,64,0
25,66,1
32,78,0
34,77,0
32,73,0
32,60,1
28,76,0
32,74,0
27,70,0
31,70,0
33,70,0
26,63,0
31,78,0
27,70,0
34,71,0
34,68,0
34,65,0
27,67,0
29,77,0
25,66,1
25,78,1
34,77,0
25,70,1
32,62,0
32,62,0
29,62,0
28,70,0
33,63,0
27,60,1
33,64,0
30,65,0
32,74,0
25,60,1
27,70,0
31,62,0
25,76,1
27,64,0
25,68,1
27,66,0
30,79,0
26,73,0
27,71,0
25,76,1
29,75,0
30,69,0
27,66,0
28,79,0
31,71,0
30,67,0
32,77,0
27,62,0
33,76,0
26,71,0
31,79,0
25,69,1
34,67,0
29,74,0
25,60,1
31,62,0
26,72,0
30,62,0
33,63,0
30,70,0
30,70,0
31,60,1
30,65,0
25,63,1
26,67,0
29,68,0
27,67,0
34,72,0
30,61,0
28,67,0
28,64,0
30,70,0
25,61,1
29,70,0
25,71,1
26,79,0
27,60,1
34,60,1
34,79,0
34,68,0
26,61,0
31,75,0
25,69,1
26,75,0
33,65,0
32,66,0
26,60,1
33,75,0
30,76,0
29,69,0
28,62,0
32,76,0
29,70,0
29,68,0
33,79,0
33,61,0
27,76,0
27,62,0
25,79,1
32,62,0
33,73,0
31,66,0
29,75,0
34,68,0
27,65,0
31,78,0
34,77,0
26,61,0
30,79,0
26,76,0
26,60,1
25,63,1
28,64,0
34,68,0
33,72,0
33,61,0
29,62,0
29,71,0
34,63,0
26,75,0
31,60,1
27,69,0
31,70,0
25,75,1
28,65,0
30,63,0
33,66,0
33,62,0
30,70,0
25,77,1
27,77,0
29,64,0
31,79,0
34,65,0
29,70,0
28,67,0
32,79,0
34,61,0
28,66,0
25,71,1
27,65,0
26,62,0
30,61,0
32,61,0
27,65,0
27,61,0
31,69,0
31,60,1
32,75,0
34,61,0
28,69,0
25,72,1
31,76,0
28,77,0
34,61,0
33,64,0
25,73,1
29,69,0
29,65,0
33,77,0
31,78,0
28,63,0
34,72,0
25,64,1
31,61,0
34,63,0
34,69,0
34,62,0
32,63,0
29,74,0
34,66,0
34,79,0
25,65,1
26,65,0
31,72,0
25,74,1
29,66,0
25,74,1
31,66,0
30,70,0
25,62,1
25,67,1
28,76,0
30,64,0
25,67,1
34,60,1
34,72,0
30,75,0
28,72,0
32,60,1
27,79,0
34,72,0
32,69,0
34,71,0
30,78,0
32,73,0
34,68,0
29,66,0
25,68,1
28,73,0
25,70,1
27,71,0
33,63,0
33,67,0
28,61,0
34,64,0
28,69,0
32,64,0
34,70,0
28,68,0
25,67,1
27,61,0
30,78,0
26,70,0
31,60,1
28,64,0
27,69,0
27,75,0
31,77,0
30,64,0
34,70,0
28,60,1
28,70,0
34,75,0
27,63,0
28,69,0
26,60,1
25,67,1
32,70,0
26,65,0
26,75,0
31,65,0
33,65,0
30,65,0
34,74,0
30,76,0
34,78,0
32,64,0
31,60,1
33,69,0
29,61,0
29,78,0
29,78,0
30,74,0
32,64,0
33,73,0
34,71,0
32,66,0
32,72,0
28,72,0
34,71,0
30,71,0
32,74,0
33,68,0
34,66,0
25,77,1
29,76,0
31,64,0
32,72,0
31,68,0
25,72,1
25,63,1
28,63,0
27,70,0
31,71,0
30,60,1
32,72,0
25,78,1
32,66,0
27,72,0
26,64,0
34,61,0
33,75,0
33,75,0
28,72,0
29,66,0
27,79,0
31,78,0
25,68,1
27,62,0
27,75,0
25,63,1
25,69,1
30,65,0
32,72,0
28,65,0
32,73,0
33,66,0
32,62,0
32,70,0
29,64,0
25,67,1
33,66,0
34,73,0
29,63,0
28,70,0
32,64,0
34,75,0
27,72,0
27,65,0
26,62,0
30,79,0
32,60,1
26,68,0
30,74,0
34,72,0
27,70,0
34,60,1
27,60,1
26,66,0
34,68,0
35,83,1
45,63,1
12,27,1
24,86,1
18,37,1
33,42,1
21,48,1
20,26,1
49,94,1
31,39,1
24,26,1
17,96,1
16,70,1
13,48,1
48,91,1
46,56,1
45,93,1
24,53,1
28,25,1
47,79,1
16,22,1
33,43,1
26,42,1
42,69,1
41,32,1
27,50,1
44,90,1
30,49,1
12,73,1
43,62,1
32,91,1
48,45,1
27,96,1
45,71,1
11,74,1
35,53,1
13,70,1
48,26,1
28,95,1
26,59,1
15,29,1
39,91,1
27,38,1
24,78,1
20,29,1
10,65,1
37,83,1
17,52,1
29,45,1
31,44,1
16,22,1
30,41,1
16,48,1
17,52,1
19,52,1
27,90,1
46,71,1
18,52,1
26,25,1
46,64,1
29,25,1
20,98,1
24,48,1
15,30,1
14,81,1
37,63,1
30,26,1
25,45,1
32,34,1
20,64,1
46,52,1
10,86,1
49,43,1
49,57,1
30,28,1
18,47,1
46,29,1
31,37,1
44,87,1
29,53,1
39,92,1
10,53,1
24,94,1
48,70,1
39,22,1
18,66,1
40,56,1
22,50,1
32,40,1
29,83,1
25,86,1
47,77,1
18,83,1
44,79,1
47,85,1
24,62,1
49,40,1
20,57,1
32,51,1
13,65,1
19,32,1
18,22,1
17,34,1
41,89,1
17,87,1
43,69,1
30,48,1
30,56,1
32,84,1
17,81,1
46,73,1
46,28,1
16,47,1
29,54,1
44,77,1
37,36,1
28,28,1
26,28,1
49,81,1
38,36,1
21,56,1
28,43,1
42,72,1
28,89,1
18,43,1
35,99,1
38,30,1
34,21,1
32,56,1
44,24,1
24,80,1
35,34,1
38,98,1
38,57,1
49,62,1
36,62,1
44,30,1
34,23,1
19,32,1
41,37,1
19,74,1
11,33,1
44,66,1
47,94,1
17,46,1
18,57,1
25,85,1
22,25,1
17,38,1
21,89,1
31,40,1
22,37,1
39,32,1
28,30,1
18,98,1
49,85,1
32,35,1
17,65,1
30,35,1
14,55,1
23,50,1
41,20,1
20,99,1
48,94,1
16,71,1
46,77,1
24,33,1
24,53,1
10,68,1
23,98,1
39,29,1
19,26,1
41,89,1
16,94,1
21,27,1
15,58,1
10,74,1
48,27,1
28,36,1
19,75,1
40,72,1
40,90,1
13,70,1
15,90,1
21,96,1
35,45,1
28,58,1
43,71,1
24,59,1
33,44,1
29,84,1
48,82,1
35,31,1
47,96,1
41,62,1
49,44,1
23,45,1
16,75,1
31,39,1
40,61,1
